College Name|College ID|USN|Stundet Name|10th Percentage|12th Percentage|College CGPA|Course|Coding Test Time|Coding Test Score
William Webster|WILL|WILL08116|Patricia Brown|80.3|84.6 %|9.9|MECH|18 Feb 2023 09:53:05+0000|4
Mr. Joshua Summers DDS|MR. |MR. 08117|Sabrina Haney|90.1|80.4 %|8.0|CSE-AI|04 Oct 2022 00:16:58+0000|8
Andrew Murphy|ANDR|ANDR08118|Tonya Black|75.9|89.5|8.6|MECH|13 Jun 2022 01:59:13-0400|3
Andrew Murphy|ANDR|ANDR08119|Kenneth Day|92.4|97.6 %|7.5|CSE|08 Jul 2022 17:34:59+0530|10
Timothy Rodriguez|TIMO|TIMO08120|Janice Garcia|97.6|76.1 Perc|9.4|CSE-AI|23 Feb 2023 05:34:35+0800|11
Brandon Barker|BRAN|BRAN08121|Christopher Moss|78.2|82.6 Perc|8.9|CSE-AI|26 May 2023 07:11:36-0400|4
Christopher Mcneil|CHRI|CHRI08122|Michael Young|89.1|90.8 %|8.1|CSE-ML|06 Sep 2022 13:30:38-0400|11
Erik Herrera|ERIK|ERIK08123|John Obrien|80.0|80.3 Perc|9.9|CSE-AI|16 Apr 2023 18:02:47+0000|8
Ryan Gonzalez|RYAN|RYAN08124|Tammy Carson|76.0|77.3 %|9.0|CSE-ML|17 Oct 2022 02:48:32+0800|12
Mr. Joshua Summers DDS|MR. |MR. 08125|Elizabeth Rodriguez|95.0|86.9 %|8.0|CSE-ML|09 Apr 2023 11:00:33-0400|4
Pamela Harris|PAME|PAME08126|Patrick Peterson|99.5|99.9|8.4|CSE|12 Aug 2022 17:29:53+0530|9
Andrew Murphy|ANDR|ANDR08127|Rebecca Gardner|98.6|77.3 Perc|8.6|CSE-ML|03 Jul 2022 14:11:40+0800|7
Cheryl Adams|CHER|CHER08128|Lori Lee|85.9|89.8|9.8|CSE|19 Apr 2023 01:42:32+0000|12
Laura Sawyer|LAUR|LAUR08129|David Williams|85.7|88.3 %|9.8|CSE-ML|21 Nov 2022 08:30:46+0800|3
Raymond Russell|RAYM|RAYM08130|Albert Lee|75.6|99.6|8.6|CSE-AI|26 Dec 2022 20:53:47-0300|14
Erik Herrera|ERIK|ERIK08131|Melissa Sullivan|85.3|83.6 %|8.8|MECH|17 Jun 2022 22:54:05-0400|11
Erik Herrera|ERIK|ERIK08132|Jennifer English|78.4|94.2 Perc|7.7|MECH|03 Dec 2022 06:20:44+0000|13
Mr. Joshua Summers DDS|MR. |MR. 08133|Frank White|96.5|94.2 Perc|9.0|CSE-ML|29 Aug 2022 09:56:48-0400|2
Michael Green|MICH|MICH08134|Sandra Kennedy|92.5|80.2 %|7.5|CSE-ML|03 Sep 2022 15:08:29+0000|13
Traci Maynard|TRAC|TRAC08135|Michael Cook|86.6|88.3|9.8|MECH|09 Apr 2023 22:29:24-0400|4
Michelle Pineda|MICH|MICH08136|George Davis|80.6|78.6 Perc|8.3|CSE-ML|26 Nov 2022 23:51:05+0800|13
Raymond Russell|RAYM|RAYM08137|Colleen Park|88.4|99.8 Perc|8.8|CSE-AI|29 Sep 2022 19:25:57+0530|6
Mr. Joshua Summers DDS|MR. |MR. 08138|Bruce Anderson|98.0|98.2 %|7.7|CSE-ML|27 Apr 2023 02:31:16+0530|12
Alexis Dean|ALEX|ALEX08139|Jason Reese Jr.|83.9|88.2 Perc|7.6|CSE-ML|21 Aug 2022 23:51:59-0400|5
Raymond Russell|RAYM|RAYM08140|Natalie Hughes DDS|76.5|80.2|9.4|MECH|18 Jan 2023 14:45:48+0000|0
Brandon Barker|BRAN|BRAN08141|David Knight|92.3|89.8 Perc|8.8|MECH|12 Oct 2022 20:30:37+0800|7
Alexis Dean|ALEX|ALEX08142|Nancy Harris|97.4|83.2 %|7.7|MECH|26 Nov 2022 23:51:05+0800|3
Alexis Dean|ALEX|ALEX08143|Mathew Khan MD|89.8|78.8 Perc|8.9|MECH|30 Sep 2022 03:21:36+0530|11
Andrew Diaz|ANDR|ANDR08144|Teresa Lewis|79.3|83.8|7.7|MECH|09 Sep 2022 01:50:10+0000|5
Christopher Mcneil|CHRI|CHRI08145|Shawn Kramer|79.0|85.4 Perc|9.9|CSE|10 Dec 2022 20:36:22+0800|13
Brandon Barker|BRAN|BRAN08146|Richard Hodges|96.1|99.1 Perc|8.5|CSE-ML|09 Jan 2023 20:24:04-0300|1
Andrew Murphy|ANDR|ANDR08147|Justin Lucas|86.1|85.1 %|7.8|MECH|05 Jul 2022 21:03:50+0000|8
Cheryl Adams|CHER|CHER08148|Benjamin Reyes|90.8|97.4 Perc|9.3|CSE|31 Jan 2023 04:34:59-0300|7
Christopher Mcneil|CHRI|CHRI08149|Crystal Griffin|88.4|90.6 %|9.4|MECH|25 May 2023 19:39:02+0800|2
Brandon Barker|BRAN|BRAN08150|Jennifer Robinson|87.2|76.9 Perc|8.8|CSE|10 Apr 2023 11:20:44+0000|3
Timothy Rodriguez|TIMO|TIMO08151|Thomas Long|98.4|84.8|8.6|CSE-AI|07 Feb 2023 00:31:16+0800|3
Erik Herrera|ERIK|ERIK08152|Darrell Roman|99.3|93.9 %|9.0|MECH|03 Oct 2022 13:49:09+0530|12
William Webster|WILL|WILL08153|Shannon Mullen|83.9|78.6 %|8.6|CSE-ML|01 May 2023 19:18:24+0530|2
Timothy Rodriguez|TIMO|TIMO08154|Jean Stewart|76.2|85.5 %|9.9|CSE|12 Sep 2022 04:42:11+0000|8
Traci Maynard|TRAC|TRAC08155|Juan Martin|96.8|84.7 %|8.5|MECH|24 Sep 2022 07:54:06+0800|8
Andrew Murphy|ANDR|ANDR08156|Angela May|89.5|98.1|7.6|CSE|30 Dec 2022 21:29:48+0800|1
Mitchell Scott|MITC|MITC08157|Michele Henderson|86.7|78.7 %|9.6|MECH|06 Dec 2022 22:44:05+0800|1
Cheryl Adams|CHER|CHER08158|Brittany Daniel|81.8|93.0 Perc|7.8|MECH|21 Apr 2023 18:32:15+0000|8
Raymond Russell|RAYM|RAYM08159|Adam Green|76.3|89.1 %|9.3|CSE-ML|06 Jul 2022 12:27:15-0400|0
Pamela Harris|PAME|PAME08160|Roger Garcia|87.1|79.0|7.5|CSE|02 Aug 2022 17:17:56+0800|8
Joseph Horton|JOSE|JOSE08161|Joshua Clements|94.8|82.1 %|8.0|MECH|30 Jan 2023 10:47:56+0530|6
Michelle Pineda|MICH|MICH08162|Christopher Campbell|99.9|81.3 Perc|9.7|MECH|17 Jul 2022 07:55:36+0000|6
Brandon Barker|BRAN|BRAN08163|Rhonda Chen|97.5|83.8|8.5|MECH|19 Jan 2023 07:04:49+0530|10
Alexis Dean|ALEX|ALEX08164|Tristan Jefferson|98.3|95.5 %|9.3|CSE-ML|11 Sep 2022 08:38:12+0530|5
Christopher Mcneil|CHRI|CHRI08165|Amber Doyle|90.3|83.2 Perc|9.1|CSE|04 Oct 2022 08:47:25+0000|8
Alexis Dean|ALEX|ALEX08166|Nicole Rhodes|88.2|78.6 %|8.4|CSE-ML|11 Aug 2022 20:59:48-0400|0
William Webster|WILL|WILL08167|Brian Thompson|97.5|82.7 %|9.6|MECH|30 Sep 2022 03:21:36+0530|1
Raymond Russell|RAYM|RAYM08168|Ethan Wells|96.8|87.1 Perc|9.2|CSE-ML|15 Apr 2023 00:05:38+0530|14
Lauren Jones|LAUR|LAUR08169|Vanessa Olson|96.3|87.2 %|8.8|MECH|26 Jun 2022 15:25:53+0530|8
Erik Herrera|ERIK|ERIK08170|Angela Stafford|91.3|86.3 %|8.6|MECH|15 Feb 2023 03:52:02+0000|11
Lauren Jones|LAUR|LAUR08171|Alexandra Diaz|77.0|88.0 %|7.6|CSE|09 Jun 2022 19:38:25+0800|9
Traci Maynard|TRAC|TRAC08172|Willie Cooper|94.8|84.6 Perc|9.3|CSE-AI|16 Sep 2022 07:38:03-0300|2
Michelle Pineda|MICH|MICH08173|Kimberly Carr|82.8|75.4|8.9|CSE|07 Oct 2022 19:05:24-0300|4
Timothy Rodriguez|TIMO|TIMO08174|Dustin Jones|99.1|97.2|8.2|CSE|05 Feb 2023 16:47:45+0530|2
Lauren Jones|LAUR|LAUR08175|Lisa Hughes|98.8|96.6 %|7.5|MECH|28 Nov 2022 03:52:57-0300|10
Raymond Russell|RAYM|RAYM08176|Teresa Robinson|98.8|84.0 Perc|7.8|CSE-AI|04 Dec 2022 12:07:56+0000|5
Andrew Murphy|ANDR|ANDR08177|Gregory Ross|92.7|99.2 %|7.8|CSE-ML|27 Sep 2022 23:15:37-0300|14
Christopher Mcneil|CHRI|CHRI08178|Mary Schmidt|86.1|87.1 %|8.8|CSE-ML|15 Sep 2022 19:56:02+0000|1
Laura Sawyer|LAUR|LAUR08179|Michael Johnson|75.2|98.1 %|9.3|CSE|18 Apr 2023 20:06:14+0000|11
Timothy Rodriguez|TIMO|TIMO08180|Ralph Johnson|83.0|84.3|8.0|CSE-AI|13 Aug 2022 00:27:52+0000|0
Mitchell Scott|MITC|MITC08181|Susan Russell|88.3|77.9 Perc|8.5|MECH|27 May 2023 20:45:22+0800|3
Pamela Harris|PAME|PAME08182|John Gibson|93.2|90.7 %|9.8|CSE|24 Feb 2023 23:29:49+0800|14
Ryan Gonzalez|RYAN|RYAN08183|Adam Fox|87.6|94.7 %|8.9|MECH|15 Feb 2023 03:52:02+0000|6
Alexis Dean|ALEX|ALEX08184|Dr. Maria Carrillo|82.7|80.0|9.8|MECH|12 Oct 2022 20:30:37+0800|5
Pamela Harris|PAME|PAME08185|Daniel Dixon|83.7|79.6|9.2|CSE|08 Aug 2022 05:40:31+0800|3
Traci Maynard|TRAC|TRAC08186|Kimberly Chung|89.6|85.0 %|7.9|CSE-AI|03 Feb 2023 20:40:18+0800|0
Laura Sawyer|LAUR|LAUR08187|Yolanda Peters|88.3|93.9 Perc|9.1|CSE|21 Aug 2022 19:50:37+0800|0
Pamela Harris|PAME|PAME08188|Veronica Cole|96.1|86.4|7.8|CSE-AI|17 Dec 2022 01:38:57+0800|1
Andrew Murphy|ANDR|ANDR08189|Melanie Sims|88.0|84.7|9.4|CSE|21 Apr 2023 09:30:06+0530|11
Christopher Mcneil|CHRI|CHRI08190|Adrian Griffith|91.0|90.5|9.4|CSE-ML|05 Aug 2022 13:00:50+0530|0
Brandon Barker|BRAN|BRAN08191|Morgan Williams|84.8|86.6 Perc|7.7|MECH|04 May 2023 00:52:47+0530|10
Andrew Diaz|ANDR|ANDR08192|Mary Baker|78.4|95.9 %|8.7|CSE|20 May 2023 03:06:25+0530|10
Pamela Harris|PAME|PAME08193|Emily Dillon|95.4|84.7 Perc|7.8|MECH|26 Jul 2022 14:02:17+0000|8
Brandon Barker|BRAN|BRAN08194|James Caldwell|87.7|94.7 Perc|8.8|MECH|17 Feb 2023 06:58:07+0000|6
Traci Maynard|TRAC|TRAC08195|Andrew Stephens|75.9|79.6|8.9|CSE-ML|26 Oct 2022 13:58:16-0300|5
Cheryl Adams|CHER|CHER08196|Brian Gardner|99.0|94.4 Perc|7.6|MECH|29 Dec 2022 19:12:23+0000|4
Mitchell Scott|MITC|MITC08197|Susan Sanders|94.0|88.7 %|8.2|CSE|06 Mar 2023 05:31:35+0800|8
Joseph Horton|JOSE|JOSE08198|Tyler Stone|81.3|91.0 %|8.5|CSE-AI|06 Oct 2022 19:27:53+0000|0
Michelle Pineda|MICH|MICH08199|Jay Ortiz|78.4|97.2 Perc|7.5|CSE-ML|20 Jan 2023 21:08:38-0300|2
Traci Maynard|TRAC|TRAC08200|Angela Williamson|84.8|76.7|8.3|CSE-ML|17 Sep 2022 04:49:36-0300|0
Mitchell Scott|MITC|MITC08201|Chase James|84.2|99.5 %|9.4|MECH|05 Jul 2022 06:09:19+0800|6
Mr. Joshua Summers DDS|MR. |MR. 08202|Monique Ellis|87.3|93.0 %|8.0|MECH|26 Oct 2022 13:58:16-0300|9
Cheryl Adams|CHER|CHER08203|Francis Zavala|84.6|97.7|9.1|MECH|17 Jan 2023 00:58:03+0800|4
William Webster|WILL|WILL08204|William Brown|78.6|88.8|7.5|CSE|12 May 2023 15:36:08+0530|6
Michelle Pineda|MICH|MICH08205|Eric Chan|76.3|86.5 %|8.4|CSE-AI|03 Aug 2022 19:45:59+0530|12
Brandon Barker|BRAN|BRAN08206|Vincent Williams|79.6|85.4 Perc|8.4|CSE-AI|01 Jan 2023 08:33:06+0530|6
William Webster|WILL|WILL08207|David Meyers|93.4|82.9 Perc|9.6|CSE|26 Oct 2022 06:01:23+0530|1
Michelle Pineda|MICH|MICH08208|Sandra Carter|98.0|97.6 Perc|7.9|MECH|03 Jul 2022 14:11:40+0800|7
Mr. Joshua Summers DDS|MR. |MR. 08209|Elizabeth West DVM|83.2|96.1 %|7.8|CSE|26 Oct 2022 13:58:16-0300|10
Raymond Russell|RAYM|RAYM08210|David Holmes|76.0|90.5 Perc|8.5|CSE|01 Dec 2022 14:07:06+0800|8
Andrew Diaz|ANDR|ANDR08211|Mrs. Morgan Morgan|78.6|79.0 Perc|8.8|MECH|18 Oct 2022 16:46:24+0800|3
Alexis Dean|ALEX|ALEX08212|Sarah Pace|95.6|95.4 %|8.4|MECH|03 Oct 2022 13:49:09+0530|5
Erik Herrera|ERIK|ERIK08213|Beverly Harrison|95.3|95.6 %|7.7|CSE|25 Feb 2023 10:55:11-0300|8
Erik Herrera|ERIK|ERIK08214|Tiffany Carroll|88.2|83.8 %|9.6|CSE|16 May 2023 14:43:33+0800|8
Michelle Pineda|MICH|MICH08215|Mrs. Jennifer Gilmore|92.7|95.0 %|9.1|MECH|04 Jan 2023 08:01:13+0000|2
Pamela Harris|PAME|PAME08216|Angela Arnold|86.0|75.8|8.0|MECH|16 Sep 2022 07:38:03-0300|11
Brandon Barker|BRAN|BRAN08217|Kristen Rowe|79.4|93.8|9.7|CSE-AI|23 Jul 2022 07:48:41+0000|1
Christopher Mcneil|CHRI|CHRI08218|Regina Johnson|81.8|90.9 Perc|8.0|MECH|30 Nov 2022 07:20:25-0300|4
Christopher Mcneil|CHRI|CHRI08219|Richard Miller|84.0|99.7|7.7|MECH|16 Oct 2022 15:43:47+0000|6
Cheryl Adams|CHER|CHER08220|Hannah Gordon|83.5|81.4|8.2|CSE-AI|07 Jul 2022 08:00:09-0400|12
Mitchell Scott|MITC|MITC08221|Chris Wood|93.5|92.8 Perc|9.1|MECH|22 Jun 2022 07:09:27-0400|1
Brandon Barker|BRAN|BRAN08222|Mr. John Perez|99.0|82.7 Perc|8.4|CSE|28 Sep 2022 09:30:58+0800|0
Erik Herrera|ERIK|ERIK08223|Crystal Taylor|98.9|85.3 %|9.1|CSE-ML|23 Feb 2023 13:52:38+0800|8
Raymond Russell|RAYM|RAYM08224|Michael Harrington|97.7|97.7|8.7|CSE-ML|07 Sep 2022 23:03:25+0800|10
Lauren Jones|LAUR|LAUR08225|Jonathan Fisher|92.4|81.5 Perc|8.2|CSE-ML|09 Aug 2022 16:40:49+0530|4
Traci Maynard|TRAC|TRAC08226|Joshua Smith|87.2|94.8 Perc|7.8|CSE|26 Jun 2022 15:25:53+0530|0
Joseph Horton|JOSE|JOSE08227|Cameron Fleming|88.7|93.7 Perc|9.2|CSE-ML|02 Aug 2022 03:43:01-0400|0
Mr. Joshua Summers DDS|MR. |MR. 08228|Antonio Murray|89.1|90.9 %|8.7|MECH|08 Jul 2022 17:34:59+0530|3
Alexis Dean|ALEX|ALEX08229|Kim Mullen|93.0|84.9 Perc|9.7|MECH|20 Jul 2022 22:34:05+0530|13
Traci Maynard|TRAC|TRAC08230|Melanie Webb|85.0|78.3|7.5|CSE-ML|04 Jun 2023 01:06:49-0400|1
Michelle Pineda|MICH|MICH08231|Tim Davis|93.6|84.4|8.3|MECH|31 Jul 2022 22:57:06+0000|1
Christopher Mcneil|CHRI|CHRI08232|Victoria Mckinney|77.0|93.3 Perc|8.4|CSE|20 Aug 2022 11:51:55-0400|0
Christopher Mcneil|CHRI|CHRI08233|Carly Davis|93.9|75.4 %|8.6|CSE-AI|27 Jan 2023 09:39:52+0530|2
Michelle Pineda|MICH|MICH08234|John Lee|85.4|81.8 Perc|9.4|MECH|25 Jun 2022 19:50:51-0400|0
Lauren Jones|LAUR|LAUR08235|Donna Miller|86.5|90.5 Perc|7.6|MECH|03 Oct 2022 13:49:09+0530|0
William Webster|WILL|WILL08236|Dale Maddox|78.1|90.2|9.0|CSE-ML|22 Apr 2023 15:02:30-0400|11
Traci Maynard|TRAC|TRAC08237|Stacy Graham|79.2|83.9 Perc|7.5|CSE-ML|20 Oct 2022 10:33:01+0530|11
Laura Sawyer|LAUR|LAUR08238|Julie Coleman|78.5|82.8 %|8.9|CSE|22 Feb 2023 02:56:20+0000|10
Michelle Pineda|MICH|MICH08239|Jason Williams|75.2|75.3 %|9.2|MECH|18 Mar 2023 05:48:29+0000|3
Mr. Joshua Summers DDS|MR. |MR. 08240|Susan Carrillo|83.8|99.8 Perc|7.7|CSE|06 Sep 2022 13:30:38-0400|12
Lauren Jones|LAUR|LAUR08241|Emily Cobb|92.6|75.9|8.8|CSE-ML|07 Jul 2022 14:24:53+0800|9
Alexis Dean|ALEX|ALEX08242|William Hughes|76.5|75.3 Perc|7.8|CSE-AI|16 Aug 2022 23:41:09+0000|0
Pamela Harris|PAME|PAME08243|Bryan Moore|82.2|78.6|7.9|MECH|25 Jul 2022 12:05:30-0400|7
Brandon Barker|BRAN|BRAN08244|Jacob Roberts|92.3|75.5|8.6|CSE-AI|26 May 2023 02:08:53+0800|7
Andrew Diaz|ANDR|ANDR08245|Allison Mason|98.9|99.7|7.9|CSE-AI|26 Oct 2022 06:01:23+0530|2
Andrew Murphy|ANDR|ANDR08246|Leah Gilbert|94.2|80.0 %|9.2|MECH|05 Aug 2022 13:00:50+0530|7
Michael Green|MICH|MICH08247|John Kennedy|92.4|92.1|8.6|CSE-ML|16 Aug 2022 23:41:09+0000|2
Andrew Diaz|ANDR|ANDR08248|Karen Hawkins|79.8|75.7 %|8.4|CSE|04 May 2023 19:50:54-0400|1
Timothy Rodriguez|TIMO|TIMO08249|Valerie Ramirez|82.7|92.2 Perc|7.9|CSE|08 Jun 2022 12:16:16-0400|11
Ryan Gonzalez|RYAN|RYAN08250|Jocelyn Kline|91.2|87.9 Perc|7.6|CSE-ML|07 Apr 2023 09:36:37+0530|0
Cheryl Adams|CHER|CHER08251|Kathleen Oneill|78.3|89.0 %|7.5|CSE-ML|18 Nov 2022 00:10:32+0800|2
Cheryl Adams|CHER|CHER08252|Anthony Fisher|98.5|82.3|8.2|CSE-AI|26 May 2023 07:11:36-0400|12
Christopher Mcneil|CHRI|CHRI08253|Thomas Burnett|78.9|89.2|7.6|MECH|07 Jun 2023 01:56:44+0800|8
Lauren Jones|LAUR|LAUR08254|Mr. Timothy Thompson|84.4|87.3 Perc|9.5|CSE|18 Nov 2022 00:10:32+0800|1
Erik Herrera|ERIK|ERIK08255|Jamie Madden|94.2|94.3|7.9|CSE-ML|16 Jun 2022 10:07:24+0530|9
Ryan Gonzalez|RYAN|RYAN08256|Corey Andrews|79.2|86.3 Perc|7.9|CSE-AI|17 Jan 2023 02:42:02+0530|9
William Webster|WILL|WILL08257|William Mathis|76.7|97.9 %|9.6|CSE|14 Mar 2023 08:56:43+0530|13
Lauren Jones|LAUR|LAUR08258|Nicole Mccann|79.5|80.9 Perc|9.3|CSE|04 Jul 2022 15:43:40-0400|4
Erik Herrera|ERIK|ERIK08259|Donna Taylor|97.3|86.9|8.2|CSE-ML|20 Mar 2023 21:25:44+0530|0
Mr. Joshua Summers DDS|MR. |MR. 08260|Phillip Kim|87.5|95.9 %|9.3|MECH|18 Oct 2022 16:46:24+0800|7
Laura Sawyer|LAUR|LAUR08261|Mary Young|99.7|88.4 %|8.9|CSE|17 Sep 2022 04:49:36-0300|0
Andrew Diaz|ANDR|ANDR08262|Stephanie Potter|89.7|92.0|9.5|CSE-AI|28 Sep 2022 02:29:40-0300|9
Andrew Diaz|ANDR|ANDR08263|Antonio Nguyen|87.2|97.0 Perc|9.8|CSE-ML|14 Feb 2023 09:07:05-0300|11
Andrew Murphy|ANDR|ANDR08264|Richard Craig|96.1|84.0|9.4|CSE|28 Jan 2023 00:05:14+0800|6
Andrew Murphy|ANDR|ANDR08265|Patrick Gilbert|86.2|88.9|9.4|CSE-ML|27 May 2023 03:28:44+0800|10
Erik Herrera|ERIK|ERIK08266|Christina Scott|78.1|94.7 %|8.8|MECH|01 Dec 2022 05:27:07-0300|4
Christopher Mcneil|CHRI|CHRI08267|Diane Haley|83.9|99.0|7.6|CSE-ML|16 Feb 2023 12:14:30+0000|3
Michael Green|MICH|MICH08268|Deanna Holmes|90.7|77.2|9.3|CSE-AI|24 Aug 2022 00:20:48+0530|7
Michael Green|MICH|MICH08269|Claudia Calderon|92.9|79.3 %|8.7|MECH|27 Jan 2023 09:39:52+0530|0
Andrew Murphy|ANDR|ANDR08270|Melissa Simpson|87.4|88.6 %|9.1|CSE|25 Apr 2023 21:54:33+0800|3
Joseph Horton|JOSE|JOSE08271|Cynthia Bird|93.1|94.9|9.6|CSE|03 Aug 2022 19:45:59+0530|4
Pamela Harris|PAME|PAME08272|Allison Bush|94.7|75.8|9.8|MECH|08 Feb 2023 19:21:46+0000|13
Raymond Russell|RAYM|RAYM08273|Christine Singleton|99.7|75.6 Perc|9.5|MECH|26 Nov 2022 20:27:02-0300|8
Andrew Diaz|ANDR|ANDR08274|Kaitlyn Rogers|77.6|98.3 Perc|9.7|MECH|07 Nov 2022 17:01:14+0800|7
Brandon Barker|BRAN|BRAN08275|Holly Black|99.2|96.9|9.2|CSE-AI|28 Jan 2023 00:05:14+0800|9
Andrew Murphy|ANDR|ANDR08276|Jennifer Morales|91.2|88.3 %|9.0|CSE|30 Nov 2022 07:20:25-0300|12
Christopher Mcneil|CHRI|CHRI08277|Rachel Glenn|98.3|88.9 %|8.7|MECH|19 Oct 2022 09:33:19-0300|6
Lauren Jones|LAUR|LAUR08278|Charles White|96.3|78.3 %|8.6|MECH|08 Jul 2022 07:25:31+0530|11
Mr. Joshua Summers DDS|MR. |MR. 08279|Charlene Clarke|99.8|85.4 Perc|9.0|MECH|31 Jul 2022 22:57:06+0000|1
Andrew Diaz|ANDR|ANDR08280|Jesse Arias|81.5|98.5|8.0|MECH|26 Dec 2022 20:53:47-0300|2
Mitchell Scott|MITC|MITC08281|Micheal Franklin|96.9|97.3 %|9.7|MECH|15 Jul 2022 22:11:45+0530|12
Cheryl Adams|CHER|CHER08282|Chad Taylor|93.7|98.3 %|9.8|CSE|07 Jul 2022 00:01:39+0000|6
Lauren Jones|LAUR|LAUR08283|Patrick Johnson|85.4|76.3|8.8|CSE|22 Oct 2022 15:49:52+0000|10
Traci Maynard|TRAC|TRAC08284|Charles Baker|88.6|86.8 Perc|8.7|CSE|17 Dec 2022 01:38:57+0800|2
Michelle Pineda|MICH|MICH08285|Candice Johnson|95.3|83.3 %|9.4|CSE|03 Sep 2022 15:08:29+0000|9
Brandon Barker|BRAN|BRAN08286|Tina Klein|91.3|91.3|7.6|MECH|03 Mar 2023 21:59:45+0530|10
Joseph Horton|JOSE|JOSE08287|Amy Miller|84.3|88.2 Perc|8.8|MECH|07 Jul 2022 08:00:09-0400|6
Michelle Pineda|MICH|MICH08288|Kimberly Torres|93.5|89.1 %|9.6|MECH|25 Apr 2023 21:54:33+0800|3
Laura Sawyer|LAUR|LAUR08289|Brian Perry|86.7|81.6|7.9|MECH|09 Aug 2022 01:41:44+0000|10
Christopher Mcneil|CHRI|CHRI08290|Michael Bauer|79.4|82.6 Perc|8.6|MECH|18 Jan 2023 14:45:48+0000|3
Andrew Diaz|ANDR|ANDR08291|Michael Hensley|94.5|94.3 %|9.3|MECH|26 Sep 2022 16:53:37+0800|1
Cheryl Adams|CHER|CHER08292|Bruce Williams|83.6|85.8|7.9|CSE-AI|05 Dec 2022 15:10:30+0800|9
Raymond Russell|RAYM|RAYM08293|Jennifer Edwards|75.2|76.9|7.9|MECH|15 Apr 2023 00:05:38+0530|8
Traci Maynard|TRAC|TRAC08294|Melissa Garcia|95.8|75.2 Perc|9.0|MECH|31 Aug 2022 23:40:44+0800|5
Andrew Diaz|ANDR|ANDR08295|Jill Nguyen|84.4|80.1|8.0|CSE-ML|13 Apr 2023 22:30:55+0530|14
Andrew Diaz|ANDR|ANDR08296|Danielle Garcia|79.5|83.7 %|9.3|MECH|07 Jan 2023 20:39:21+0000|14
Lauren Jones|LAUR|LAUR08297|Melissa Davis|94.5|91.1 %|9.3|MECH|19 Mar 2023 18:42:27+0530|5
Lauren Jones|LAUR|LAUR08298|Eric Cox|88.4|97.2 Perc|7.6|CSE-AI|21 Jun 2022 07:16:18-0400|9
Laura Sawyer|LAUR|LAUR08299|Susan Dunn|76.1|96.1 %|8.7|CSE-ML|18 Aug 2022 11:37:51+0000|13
Andrew Diaz|ANDR|ANDR08300|Darrell Kemp|95.2|75.0|7.7|CSE-ML|09 Aug 2022 02:22:41+0800|5
Andrew Murphy|ANDR|ANDR08301|Karen Horne|88.5|93.8|9.6|CSE|15 Jul 2022 10:04:06+0530|3
Erik Herrera|ERIK|ERIK08302|Ms. Crystal Kline|80.5|83.5 %|8.0|MECH|09 Apr 2023 11:00:33-0400|10
Erik Herrera|ERIK|ERIK08303|James Smith|97.2|97.3 Perc|9.9|CSE-AI|07 Jul 2022 00:01:39+0000|4
Andrew Murphy|ANDR|ANDR08304|Michael Lawrence|81.6|78.9 %|9.4|MECH|31 Jul 2022 22:57:06+0000|8
Laura Sawyer|LAUR|LAUR08305|Autumn Guzman|83.7|99.7 Perc|9.6|MECH|02 Nov 2022 20:24:46+0000|6
Laura Sawyer|LAUR|LAUR08306|Jennifer Chen|77.2|89.1 %|8.6|MECH|25 Oct 2022 09:35:53+0530|1
Cheryl Adams|CHER|CHER08307|Kathryn Watson|99.9|93.3|9.8|MECH|04 Oct 2022 00:16:58+0000|6
Christopher Mcneil|CHRI|CHRI08308|Joseph Harmon|94.5|90.0 %|9.1|MECH|17 Nov 2022 18:00:40-0300|4
Raymond Russell|RAYM|RAYM08309|April Mcgee|97.2|90.6|8.8|CSE-AI|23 Dec 2022 04:31:03-0300|12
Mitchell Scott|MITC|MITC08310|Derek Walters|78.1|98.2 Perc|8.2|CSE-ML|21 Jun 2022 07:16:18-0400|14
Michael Green|MICH|MICH08311|Terri Gomez|98.3|98.3 %|7.6|MECH|27 May 2023 04:03:26+0530|7
Alexis Dean|ALEX|ALEX08312|Jerry Simmons|94.9|78.5 %|9.2|CSE-AI|01 Dec 2022 14:07:06+0800|6
Ryan Gonzalez|RYAN|RYAN08313|Julia Schneider|96.4|79.6 %|9.3|CSE-AI|13 Jun 2022 11:19:22+0800|8
Ryan Gonzalez|RYAN|RYAN08314|Charles Carroll|94.9|75.1 Perc|7.8|MECH|21 Mar 2023 21:34:57+0000|5
Michelle Pineda|MICH|MICH08315|Christine Shepherd|93.6|87.5|9.8|MECH|04 Nov 2022 09:58:20+0800|11
Laura Sawyer|LAUR|LAUR08316|Mrs. Erin Adkins|84.9|88.3 Perc|7.8|CSE|26 Nov 2022 23:51:05+0800|10
William Webster|WILL|WILL08317|Timothy Henderson|79.9|89.1 %|7.8|MECH|27 May 2023 20:45:22+0800|4
Lauren Jones|LAUR|LAUR08318|Michael Hughes|91.8|85.0 Perc|7.7|CSE|29 Nov 2022 14:00:33+0530|0
Michelle Pineda|MICH|MICH08319|Sarah Pruitt|82.9|80.1 Perc|8.4|MECH|04 Jun 2023 11:17:22+0530|1
Alexis Dean|ALEX|ALEX08320|Marcus Walker|91.3|82.6 Perc|9.7|CSE-AI|24 Aug 2022 13:35:29-0400|2
Traci Maynard|TRAC|TRAC08321|Kimberly Ortega|83.5|84.0 %|9.2|MECH|14 Feb 2023 14:26:31+0530|14
